Date,Timestamp,Lat,Long,Hmax,Tp,Dirp,Sprp,Tz,Hs,TSea
2018-10-08 23:00:00,2018-08-10 23:00:00,54.64873,-1.08619,0.32,3.13,353.0,24.4,2.837,0.21,14.45
2018-10-08 23:30:00,2018-08-10 23:30:00,54.64874,-1.08614,0.32,2.78,336.1,21.4,2.667,0.23,14.65
2018-11-08 00:00:00,2018-08-11 00:00:00,54.6486,-1.08595,0.41,2.7,338.9,27.4,2.685,0.23,14.6
2018-11-08 00:30:00,2018-08-11 00:30:00,54.64844,-1.08529,0.47,2.7,347.3,22.6,2.564,0.23,14.8
2018-11-08 01:00:00,2018-08-11 01:00:00,54.6483,-1.08449,0.42,2.56,331.9,21.9,2.597,0.25,14.65
2018-11-08 01:30:00,2018-08-11 01:30:00,54.64836,-1.08447,0.39,2.44,338.9,19.4,2.564,0.28,14.55
2018-11-08 02:00:00,2018-08-11 02:00:00,54.64833,-1.08445,0.47,2.44,344.5,18.2,2.548,0.28,14.4
2018-11-08 02:30:00,2018-08-11 02:30:00,54.64831,-1.08445,0.57,2.33,345.9,17.9,2.564,0.27,14.3
2018-11-08 03:00:00,2018-08-11 03:00:00,54.6483,-1.08443,0.4,7.69,47.8,32.1,2.649,0.32,14.25
2018-11-08 03:30:00,2018-08-11 03:30:00,54.64832,-1.08443,0.37,7.14,52.0,30.6,2.797,0.34,14.2
2018-11-08 04:00:00,2018-08-11 04:00:00,54.64832,-1.08441,0.48,7.14,52.0,23.9,2.857,0.3,14.1
2018-11-08 04:30:00,2018-08-11 04:30:00,54.64822,-1.08449,0.41,7.14,47.8,29.0,2.817,0.28,14.0
2018-11-08 05:00:00,2018-08-11 05:00:00,54.64823,-1.08449,0.5,7.14,53.4,24.1,3.125,0.28,13.95
2018-11-08 05:30:00,2018-08-11 05:30:00,54.64827,-1.08449,0.51,7.14,53.4,23.2,3.252,0.28,13.85
2018-11-08 06:00:00,2018-08-11 06:00:00,54.64843,-1.08441,0.59,7.69,50.6,21.0,3.704,0.32,13.8
2018-11-08 06:30:00,2018-08-11 06:30:00,54.64865,-1.08445,0.54,6.67,61.9,16.1,3.54,0.33,13.75
2018-11-08 07:00:00,2018-08-11 07:00:00,54.64897,-1.08503,0.5,7.14,60.5,12.9,4.211,0.35,13.75
2018-11-08 07:30:00,2018-08-11 07:30:00,54.6489,-1.08589,0.44,6.67,59.1,18.2,4.396,0.3,13.75
2018-11-08 08:00:00,2018-08-11 08:00:00,54.64886,-1.08604,0.5,6.67,60.5,18.2,4.598,0.3,13.8
2018-11-08 08:30:00,2018-08-11 08:30:00,54.64885,-1.08606,0.45,5.88,60.5,19.2,4.348,0.27,13.85
2018-11-08 09:00:00,2018-08-11 09:00:00,54.64883,-1.0861,0.42,6.25,66.1,18.2,4.598,0.3,14.0
2018-11-08 09:30:00,2018-08-11 09:30:00,54.64884,-1.08608,0.6,6.67,66.1,15.1,4.494,0.3,14.1
2018-11-08 10:00:00,2018-08-11 10:00:00,54.64875,-1.08619,0.44,6.67,68.9,14.0,4.348,0.29,14.35
2018-11-08 10:30:00,2018-08-11 10:30:00,54.64866,-1.08625,0.44,7.14,57.7,21.2,3.922,0.3,13.8
2018-11-08 11:00:00,2018-08-11 11:00:00,54.6485,-1.08629,0.55,3.57,338.9,22.4,3.846,0.29,13.8
2018-11-08 11:30:00,2018-08-11 11:30:00,54.64853,-1.08629,0.54,3.57,343.1,20.5,3.774,0.32,14.7
2018-11-08 12:00:00,2018-08-11 12:00:00,54.64859,-1.08625,0.45,3.45,331.9,22.7,3.636,0.32,14.75
2018-11-08 12:30:00,2018-08-11 12:30:00,54.64851,-1.08625,0.41,6.67,53.4,21.8,3.774,0.29,14.8
2018-11-08 13:00:00,2018-08-11 13:00:00,54.64845,-1.08623,0.46,7.14,46.4,22.3,3.704,0.28,14.75
2018-11-08 13:30:00,2018-08-11 13:30:00,54.64838,-1.0861,0.37,6.25,50.6,25.0,3.604,0.29,14.8
2018-11-08 14:00:00,2018-08-11 14:00:00,54.64825,-1.08552,0.46,6.67,46.4,23.7,3.125,0.29,14.65
2018-11-08 14:30:00,2018-08-11 14:30:00,54.64828,-1.08462,0.54,6.67,43.6,21.3,2.92,0.3,14.75
2018-11-08 15:00:00,2018-08-11 15:00:00,54.64836,-1.08445,0.67,6.67,43.6,22.7,3.053,0.34,14.35
2018-11-08 15:30:00,2018-08-11 15:30:00,54.64832,-1.08447,0.75,5.56,59.1,34.5,2.941,0.38,14.2
2018-11-08 16:00:00,2018-08-11 16:00:00,54.64831,-1.08443,0.98,2.63,92.8,27.6,2.941,0.43,14.35
2018-11-08 16:30:00,2018-08-11 16:30:00,54.64828,-1.08449,0.89,3.13,106.9,24.8,3.053,0.52,14.45
2018-11-08 17:00:00,2018-08-11 17:00:00,54.64821,-1.08456,1.0,3.57,101.3,26.0,3.279,0.55,14.4
2018-11-08 17:30:00,2018-08-11 17:30:00,54.64817,-1.08469,1.38,3.57,95.6,23.3,3.333,0.55,14.45
2018-11-08 18:00:00,2018-08-11 18:00:00,54.64829,-1.08496,1.21,4.0,102.7,17.3,3.306,0.65,14.3
2018-11-08 18:30:00,2018-08-11 18:30:00,54.64882,-1.08606,1.08,3.85,102.7,21.3,3.419,0.73,14.35
2018-11-08 19:00:00,2018-08-11 19:00:00,54.64889,-1.08599,1.01,4.17,101.3,19.8,3.39,0.73,14.35
2018-11-08 19:30:00,2018-08-11 19:30:00,54.64887,-1.08602,0.8,4.0,105.5,20.5,3.226,0.7,14.3
2018-11-08 20:00:00,2018-08-11 20:00:00,54.64889,-1.08602,0.71,3.85,105.5,27.1,3.2,0.62,14.3
2018-11-08 20:30:00,2018-08-11 20:30:00,54.64885,-1.08608,0.69,3.85,105.5,25.2,3.15,0.56,14.2
2018-11-08 21:00:00,2018-08-11 21:00:00,54.64884,-1.08612,0.63,6.25,45.0,18.7,3.2,0.5,14.05
2018-11-08 21:30:00,2018-08-11 21:30:00,54.64881,-1.08614,0.49,6.25,50.6,21.9,3.252,0.46,13.95
2018-11-08 22:00:00,2018-08-11 22:00:00,54.64879,-1.08619,0.55,3.45,90.0,31.4,3.226,0.42,14.05
2018-11-08 22:30:00,2018-08-11 22:30:00,54.64874,-1.08617,0.52,6.25,52.0,18.5,3.571,0.38,14.1
2018-11-08 23:00:00,2018-08-11 23:00:00,54.64867,-1.08623,0.56,5.88,54.8,19.7,3.81,0.34,13.65
2018-11-08 23:30:00,2018-08-11 23:30:00,54.64867,-1.08623,0.55,5.56,53.4,18.4,4.082,0.36,13.8
2018-12-08 00:00:00,2018-08-12 00:00:00,54.64855,-1.08623,0.56,5.88,45.0,16.6,4.04,0.36,13.75
2018-12-08 00:30:00,2018-08-12 00:30:00,54.64849,-1.08623,0.6,5.88,43.6,16.9,4.348,0.39,13.6
2018-12-08 01:00:00,2018-08-12 01:00:00,54.64824,-1.08593,0.64,5.88,33.8,16.0,4.444,0.38,13.55
2018-12-08 01:30:00,2018-08-12 01:30:00,54.6481,-1.08492,0.6,5.88,33.8,21.0,4.301,0.39,13.55
2018-12-08 02:00:00,2018-08-12 02:00:00,54.64823,-1.08454,0.61,5.0,49.2,30.0,4.255,0.38,13.55
2018-12-08 02:30:00,2018-08-12 02:30:00,54.64826,-1.08449,0.6,6.67,29.5,18.0,4.348,0.42,13.6
2018-12-08 03:00:00,2018-08-12 03:00:00,54.6483,-1.08445,0.59,5.26,39.4,29.5,4.348,0.41,13.55
2018-12-08 03:30:00,2018-08-12 03:30:00,54.64828,-1.08445,0.49,5.56,38.0,39.3,4.211,0.38,13.55
2018-12-08 04:00:00,2018-08-12 04:00:00,54.64828,-1.08443,0.57,5.26,50.6,40.3,4.301,0.36,13.95
2018-12-08 04:30:00,2018-08-12 04:30:00,54.64827,-1.08441,0.58,5.56,42.2,39.8,4.301,0.36,14.3
2018-12-08 05:00:00,2018-08-12 05:00:00,54.64822,-1.08449,0.58,5.56,42.2,44.3,4.348,0.37,14.05
2018-12-08 05:30:00,2018-08-12 05:30:00,54.64818,-1.08456,0.66,5.26,53.4,46.0,4.444,0.37,14.15
2018-12-08 06:00:00,2018-08-12 06:00:00,54.6482,-1.08454,0.69,5.0,50.6,42.7,4.444,0.39,14.15
2018-12-08 06:30:00,2018-08-12 06:30:00,54.64826,-1.08454,0.58,5.26,53.4,47.6,4.167,0.36,14.2
2018-12-08 07:00:00,2018-08-12 07:00:00,54.64814,-1.08473,0.57,5.56,45.0,28.2,4.255,0.4,14.25
2018-12-08 07:30:00,2018-08-12 07:30:00,54.6481,-1.08574,0.52,5.26,67.5,35.7,4.255,0.41,14.1
2018-12-08 08:00:00,2018-08-12 08:00:00,54.64867,-1.08617,0.58,5.0,80.2,38.8,4.082,0.37,14.25
2018-12-08 08:30:00,2018-08-12 08:30:00,54.64882,-1.08606,0.57,6.67,30.9,22.9,4.255,0.38,14.35
2018-12-08 09:00:00,2018-08-12 09:00:00,54.64883,-1.08612,0.55,4.76,87.2,31.2,4.082,0.37,14.3
2018-12-08 09:30:00,2018-08-12 09:30:00,54.64886,-1.08608,0.53,6.67,29.5,26.5,4.167,0.36,14.5
2018-12-08 10:00:00,2018-08-12 10:00:00,54.6488,-1.08617,0.43,7.14,32.3,18.8,4.167,0.33,14.15
2018-12-08 10:30:00,2018-08-12 10:30:00,54.6487,-1.08623,0.47,6.67,33.8,17.2,4.255,0.33,14.25
2018-12-08 11:00:00,2018-08-12 11:00:00,54.64867,-1.08625,0.67,6.67,38.0,18.4,4.444,0.34,13.75
2018-12-08 11:30:00,2018-08-12 11:30:00,54.64861,-1.08627,0.47,7.14,30.9,13.5,4.651,0.29,13.7
2018-12-08 12:00:00,2018-08-12 12:00:00,54.6485,-1.08623,0.46,6.67,25.3,17.9,4.494,0.33,13.85
2018-12-08 12:30:00,2018-08-12 12:30:00,54.64839,-1.08623,0.57,6.67,22.5,15.7,4.878,0.31,13.95
2018-12-08 13:00:00,2018-08-12 13:00:00,54.6483,-1.08621,0.55,6.67,28.1,18.5,5.0,0.32,14.25
2018-12-08 13:30:00,2018-08-12 13:30:00,54.64841,-1.08617,0.58,6.25,23.9,21.0,4.819,0.32,14.3
2018-12-08 14:00:00,2018-08-12 14:00:00,54.64802,-1.08544,0.54,6.67,26.7,18.5,5.0,0.33,14.5
2018-12-08 14:30:00,2018-08-12 14:30:00,54.64814,-1.08469,0.53,6.25,26.7,23.3,4.938,0.32,14.05
2018-12-08 15:00:00,2018-08-12 15:00:00,54.64825,-1.08451,0.5,6.25,30.9,29.3,4.878,0.34,13.95
2018-12-08 15:30:00,2018-08-12 15:30:00,54.64828,-1.08447,0.51,5.88,32.3,31.2,4.598,0.32,13.9
2018-12-08 16:00:00,2018-08-12 16:00:00,54.64828,-1.08445,0.61,5.88,46.4,44.4,4.819,0.33,13.9
2018-12-08 16:30:00,2018-08-12 16:30:00,54.64835,-1.08441,0.76,6.25,61.9,43.4,4.211,0.32,14.75
2018-12-08 17:00:00,2018-08-12 17:00:00,54.6482,-1.08454,0.65,5.88,38.0,46.9,3.922,0.36,14.4
2018-12-08 17:30:00,2018-08-12 17:30:00,54.64818,-1.08456,0.68,5.88,40.8,39.8,3.883,0.41,14.35
2018-12-08 18:00:00,2018-08-12 18:00:00,54.64816,-1.08464,0.57,5.88,47.8,41.9,3.922,0.42,14.25
2018-12-08 18:30:00,2018-08-12 18:30:00,54.64823,-1.08456,0.72,5.56,47.8,37.3,4.0,0.44,14.1
2018-12-08 19:00:00,2018-08-12 19:00:00,54.6483,-1.08454,0.72,5.56,28.1,35.5,4.04,0.4,14.25
2018-12-08 19:30:00,2018-08-12 19:30:00,54.6483,-1.08475,0.67,5.88,39.4,32.3,4.348,0.46,14.25
2018-12-08 20:00:00,2018-08-12 20:00:00,54.64854,-1.08582,0.7,5.56,28.1,37.8,4.255,0.43,14.25
2018-12-08 20:30:00,2018-08-12 20:30:00,54.64886,-1.08602,0.81,5.56,47.8,38.9,4.301,0.43,14.15
2018-12-08 21:00:00,2018-08-12 21:00:00,54.64882,-1.08604,0.67,5.0,43.6,33.8,4.396,0.47,14.25
2018-12-08 21:30:00,2018-08-12 21:30:00,54.64883,-1.08606,0.81,5.26,25.3,26.6,4.444,0.47,14.25
2018-12-08 22:00:00,2018-08-12 22:00:00,54.64884,-1.08606,0.77,6.25,25.3,21.7,4.762,0.47,14.3
2018-12-08 22:30:00,2018-08-12 22:30:00,54.64879,-1.08612,0.81,6.25,25.3,18.7,5.063,0.45,14.3
2018-12-08 23:00:00,2018-08-12 23:00:00,54.64871,-1.08619,0.83,6.67,33.8,18.0,5.128,0.48,14.2
2018-12-08 23:30:00,2018-08-12 23:30:00,54.64873,-1.08619,1.03,7.14,30.9,15.0,5.333,0.52,13.95
2018-08-13 00:00:00,2018-08-13 00:00:00,54.64864,-1.08623,0.92,6.67,36.6,16.2,5.195,0.56,13.85
2018-08-13 00:30:00,2018-08-13 00:30:00,54.64857,-1.08623,1.06,6.67,38.0,15.8,5.333,0.64,13.75
2018-08-13 01:00:00,2018-08-13 01:00:00,54.64856,-1.08623,1.1,6.25,36.6,14.4,5.405,0.64,14.1
2018-08-13 02:00:00,2018-08-13 02:00:00,54.64801,-1.08557,1.27,6.25,32.3,19.4,5.333,0.64,14.15
2018-08-13 02:30:00,2018-08-13 02:30:00,54.64803,-1.08492,1.26,6.67,32.3,14.1,5.263,0.71,14.15
2018-08-13 03:00:00,2018-08-13 03:00:00,54.6482,-1.08458,1.21,6.25,36.6,17.6,5.195,0.68,14.0
2018-08-13 03:30:00,2018-08-13 03:30:00,54.64826,-1.08451,1.08,6.67,33.8,18.6,5.128,0.73,14.05
2018-08-13 04:00:00,2018-08-13 04:00:00,54.64828,-1.08447,1.06,6.25,23.9,17.7,5.128,0.78,14.1
2018-08-13 04:30:00,2018-08-13 04:30:00,54.64827,-1.08445,1.34,6.67,23.9,19.4,4.878,0.7,13.85
2018-08-13 05:00:00,2018-08-13 05:00:00,54.64812,-1.0846,1.34,6.67,26.7,25.3,4.938,0.72,14.15
2018-08-13 05:30:00,2018-08-13 05:30:00,54.6481,-1.08466,1.61,6.67,28.1,22.3,4.878,0.77,14.1
2018-08-13 06:00:00,2018-08-13 06:00:00,54.64812,-1.08466,1.44,6.67,33.8,18.4,5.0,0.84,14.0
2018-08-13 06:30:00,2018-08-13 06:30:00,54.64816,-1.0846,1.25,6.67,38.0,16.5,5.195,0.96,13.85
2018-08-13 07:00:00,2018-08-13 07:00:00,54.64805,-1.08499,1.44,6.67,33.8,22.7,5.0,0.85,13.8
2018-08-13 07:30:00,2018-08-13 07:30:00,54.64799,-1.08514,1.21,6.25,36.6,21.3,5.063,0.83,13.85
2018-08-13 08:00:00,2018-08-13 08:00:00,54.64803,-1.08572,1.23,6.25,35.2,16.6,5.063,0.85,13.7
2018-08-13 08:30:00,2018-08-13 08:30:00,54.64828,-1.08614,1.29,6.25,45.0,20.8,5.333,0.83,13.75
2018-08-13 09:00:00,2018-08-13 09:00:00,54.64869,-1.08614,1.28,6.25,42.2,17.2,5.333,0.84,13.8
2018-08-13 09:30:00,2018-08-13 09:30:00,54.6488,-1.08608,1.51,6.25,46.4,20.4,5.333,0.86,13.9
2018-08-13 10:00:00,2018-08-13 10:00:00,54.64881,-1.0861,1.25,5.88,43.6,22.9,5.405,0.9,14.0
2018-08-13 10:30:00,2018-08-13 10:30:00,54.64879,-1.08614,1.29,6.25,50.6,16.2,5.405,0.92,14.05
2018-08-13 11:00:00,2018-08-13 11:00:00,54.64874,-1.08619,1.33,5.88,59.1,19.6,5.263,0.88,14.35
2018-08-13 11:30:00,2018-08-13 11:30:00,54.64873,-1.08619,1.44,6.67,54.8,13.5,5.405,0.92,14.0
2018-08-13 12:00:00,2018-08-13 12:00:00,54.64858,-1.08625,1.42,6.25,57.7,18.8,5.333,0.83,14.65
2018-08-13 12:30:00,2018-08-13 12:30:00,54.64864,-1.08627,1.29,6.25,59.1,18.5,5.333,0.81,14.2
2018-08-13 13:00:00,2018-08-13 13:00:00,54.6485,-1.08627,1.32,6.67,50.6,18.6,5.479,0.87,14.0
2018-08-13 13:30:00,2018-08-13 13:30:00,54.64835,-1.08621,1.6,10.0,22.5,9.7,5.714,0.89,14.5
2018-08-13 14:00:00,2018-08-13 14:00:00,54.64809,-1.08584,1.34,10.0,16.9,8.8,5.479,0.83,14.7
2018-08-13 14:30:00,2018-08-13 14:30:00,54.64799,-1.08505,1.6,6.25,46.4,18.7,5.479,0.91,14.7
2018-08-13 15:00:00,2018-08-13 15:00:00,54.64809,-1.08469,1.52,10.0,14.1,10.4,5.479,0.9,15.0
2018-08-13 15:30:00,2018-08-13 15:30:00,54.64808,-1.08471,1.56,6.25,46.4,19.2,5.405,0.98,15.2
2018-08-13 16:00:00,2018-08-13 16:00:00,54.64816,-1.0846,1.61,6.67,47.8,21.4,5.263,0.93,15.05
2018-08-13 16:30:00,2018-08-13 16:30:00,54.64823,-1.08447,1.37,6.67,38.0,23.9,5.128,0.94,14.9
2018-08-13 17:00:00,2018-08-13 17:00:00,54.64825,-1.08443,1.29,6.67,33.8,19.5,5.333,1.07,14.55
2018-08-13 17:30:00,2018-08-13 17:30:00,54.64824,-1.08445,1.41,10.0,14.1,12.3,5.195,0.97,15.05
2018-08-13 18:00:00,2018-08-13 18:00:00,54.64813,-1.0846,1.46,6.67,25.3,21.6,5.0,0.9,14.7
2018-08-13 18:30:00,2018-08-13 18:30:00,54.64816,-1.08458,1.4,9.09,8.4,11.6,5.063,0.93,14.6
2018-08-13 19:00:00,2018-08-13 19:00:00,54.64807,-1.08481,1.67,6.67,30.9,21.0,5.0,1.0,14.55
2018-08-13 19:30:00,2018-08-13 19:30:00,54.64805,-1.0849,1.81,10.0,14.1,8.7,5.195,0.97,13.9
2018-08-13 20:00:00,2018-08-13 20:00:00,54.64822,-1.08458,1.51,6.25,43.6,21.5,5.195,1.02,13.8
2018-08-13 20:30:00,2018-08-13 20:30:00,54.64833,-1.0846,1.6,6.25,46.4,18.4,5.405,1.09,13.85
2018-08-13 21:00:00,2018-08-13 21:00:00,54.64872,-1.08541,1.57,6.25,50.6,18.4,5.195,1.03,13.85
2018-08-13 21:30:00,2018-08-13 21:30:00,54.64883,-1.08604,1.58,6.67,43.6,25.3,5.405,1.02,13.7
2018-08-13 22:00:00,2018-08-13 22:00:00,54.64879,-1.08614,1.62,6.67,47.8,22.9,5.405,1.03,14.15
2018-08-13 22:30:00,2018-08-13 22:30:00,54.6488,-1.08614,1.77,6.67,54.8,16.8,5.405,1.08,14.7
2018-08-13 23:00:00,2018-08-13 23:00:00,54.64879,-1.08614,1.9,6.67,56.3,20.9,5.479,1.08,14.55
2018-08-13 23:30:00,2018-08-13 23:30:00,54.64877,-1.08619,2.3,6.25,63.3,19.2,5.479,1.2,14.6
2018-08-14 00:00:00,2018-08-14 00:00:00,54.64876,-1.08621,2.0,6.25,63.3,19.9,5.405,1.13,14.4
2018-08-14 00:30:00,2018-08-14 00:30:00,54.64872,-1.08621,1.62,5.88,59.1,20.9,5.333,1.11,14.1
2018-08-14 01:00:00,2018-08-14 01:00:00,54.64865,-1.08623,1.5,6.25,63.3,22.4,5.479,1.11,13.9
2018-08-14 01:30:00,2018-08-14 01:30:00,54.64861,-1.08625,1.52,6.25,64.7,19.6,5.479,1.07,14.35
2018-08-14 02:00:00,2018-08-14 02:00:00,54.64852,-1.08625,1.83,6.67,57.7,20.6,5.556,1.1,14.6
2018-08-14 02:30:00,2018-08-14 02:30:00,54.64831,-1.08608,1.51,6.67,54.8,20.0,5.634,1.04,14.65
2018-08-14 03:00:00,2018-08-14 03:00:00,54.64806,-1.08544,1.45,6.67,54.8,18.1,5.634,1.05,14.6
2018-08-14 03:30:00,2018-08-14 03:30:00,54.64822,-1.0846,1.59,6.67,59.1,20.9,5.479,1.0,14.55
2018-08-14 04:00:00,2018-08-14 04:00:00,54.64837,-1.08447,1.39,7.14,50.6,19.0,5.556,1.0,14.35
2018-08-14 04:30:00,2018-08-14 04:30:00,54.64836,-1.08445,1.48,6.67,53.4,22.8,5.405,1.0,14.15
2018-08-14 05:00:00,2018-08-14 05:00:00,54.64828,-1.08447,1.44,6.67,49.2,23.6,5.556,0.95,14.15
2018-08-14 05:30:00,2018-08-14 05:30:00,54.64829,-1.08445,1.33,10.0,15.5,17.8,5.634,0.96,14.25
2018-08-14 06:00:00,2018-08-14 06:00:00,54.6482,-1.08451,1.43,10.0,16.9,13.7,5.634,0.9,14.75
2018-08-14 06:30:00,2018-08-14 06:30:00,54.6482,-1.08456,1.34,10.0,15.5,15.0,5.97,0.89,14.6
2018-08-14 07:00:00,2018-08-14 07:00:00,54.64824,-1.08454,1.21,10.0,11.3,17.7,5.797,0.87,14.3
2018-08-14 07:30:00,2018-08-14 07:30:00,54.64825,-1.08454,1.3,10.0,12.7,11.4,6.25,0.91,14.25
2018-08-14 08:00:00,2018-08-14 08:00:00,54.64837,-1.08445,1.31,6.25,52.0,16.5,5.797,0.87,14.25
2018-08-14 08:30:00,2018-08-14 08:30:00,54.64852,-1.08441,1.8,10.0,15.5,9.0,6.061,0.95,14.2
2018-08-14 09:00:00,2018-08-14 09:00:00,54.6488,-1.08462,1.72,6.67,53.4,15.7,5.97,0.88,14.2
2018-08-14 09:30:00,2018-08-14 09:30:00,54.64896,-1.08563,1.81,10.0,19.7,15.8,6.349,0.96,14.25
2018-08-14 10:00:00,2018-08-14 10:00:00,54.64889,-1.08597,1.63,10.0,22.5,13.7,6.25,0.98,14.3
2018-08-14 10:30:00,2018-08-14 10:30:00,54.64885,-1.08604,1.79,9.09,25.3,18.1,6.061,0.92,14.35
2018-08-14 11:00:00,2018-08-14 11:00:00,54.64886,-1.08608,1.35,9.09,22.5,14.8,5.97,0.88,14.5
2018-08-14 11:30:00,2018-08-14 11:30:00,54.64883,-1.08614,1.45,10.53,26.7,13.5,6.154,1.01,14.75
2018-08-14 12:00:00,2018-08-14 12:00:00,54.6488,-1.08614,1.53,10.53,21.1,13.7,5.97,0.97,14.6
2018-08-14 12:30:00,2018-08-14 12:30:00,54.64875,-1.08619,1.47,9.09,28.1,17.1,5.882,0.93,14.0
2018-08-14 13:00:00,2018-08-14 13:00:00,54.64867,-1.08621,1.4,10.0,23.9,17.7,5.556,0.95,14.05
2018-08-14 13:30:00,2018-08-14 13:30:00,54.64867,-1.08621,1.32,7.69,50.6,21.7,5.263,0.93,13.95
2018-08-14 14:00:00,2018-08-14 14:00:00,54.64857,-1.08617,1.26,7.69,50.6,23.5,5.263,0.86,14.0
2018-08-14 14:30:00,2018-08-14 14:30:00,54.64846,-1.08567,1.35,8.33,45.0,19.9,5.405,0.86,13.8
2018-08-14 15:00:00,2018-08-14 15:00:00,54.64813,-1.08469,1.39,7.69,45.0,21.8,5.714,0.91,13.8
2018-08-14 15:30:00,2018-08-14 15:30:00,54.64814,-1.0846,1.4,7.69,47.8,21.4,5.634,0.86,13.85
2018-08-14 16:00:00,2018-08-14 16:00:00,54.6482,-1.08456,1.48,7.69,39.4,20.4,5.405,0.84,14.0
2018-08-14 16:30:00,2018-08-14 16:30:00,54.64822,-1.08449,1.3,7.69,38.0,19.9,5.479,0.82,13.9
2018-08-14 17:00:00,2018-08-14 17:00:00,54.64825,-1.08447,1.22,7.69,39.4,18.2,5.714,0.86,13.95
2018-08-14 17:30:00,2018-08-14 17:30:00,54.64825,-1.08445,1.39,8.33,33.8,26.2,5.195,0.78,14.3
2018-08-14 18:00:00,2018-08-14 18:00:00,54.64815,-1.08454,1.33,7.69,39.4,23.6,5.556,0.7,14.55
2018-08-14 18:30:00,2018-08-14 18:30:00,54.64815,-1.08454,1.01,7.69,36.6,23.2,4.598,0.74,14.25
2018-08-14 19:00:00,2018-08-14 19:00:00,54.64818,-1.08449,1.32,7.69,39.4,23.6,4.444,0.77,13.95
2018-08-14 19:30:00,2018-08-14 19:30:00,54.64818,-1.08451,1.39,7.69,35.2,27.2,4.301,0.71,13.6
2018-08-14 20:00:00,2018-08-14 20:00:00,54.64825,-1.08449,1.23,7.14,43.6,21.5,5.405,0.77,13.5
2018-08-14 20:30:00,2018-08-14 20:30:00,54.64835,-1.08443,1.14,7.14,42.2,22.3,5.333,0.75,13.5
2018-08-14 21:00:00,2018-08-14 21:00:00,54.64861,-1.08438,1.09,7.69,42.2,19.8,5.479,0.78,13.45
2018-08-14 21:30:00,2018-08-14 21:30:00,54.64898,-1.0849,1.01,7.14,47.8,15.4,6.452,0.76,13.5
2018-08-14 22:00:00,2018-08-14 22:00:00,54.64901,-1.08565,1.08,7.14,49.2,15.1,6.667,0.75,13.5
2018-08-14 22:30:00,2018-08-14 22:30:00,54.64896,-1.08589,1.17,7.14,49.2,19.9,6.557,0.7,13.55
2018-08-14 23:00:00,2018-08-14 23:00:00,54.6489,-1.08597,0.95,7.14,50.6,18.8,6.25,0.68,13.6
2018-08-14 23:30:00,2018-08-14 23:30:00,54.6489,-1.08599,0.91,6.67,56.3,18.5,6.452,0.65,13.7
2018-08-15 00:00:00,2018-08-15 00:00:00,54.6489,-1.08602,0.86,9.09,25.3,19.7,6.557,0.6,14.0
2018-08-15 00:30:00,2018-08-15 00:30:00,54.64881,-1.08614,0.9,9.09,26.7,18.0,6.667,0.59,14.15
2018-08-15 01:00:00,2018-08-15 01:00:00,54.64879,-1.08614,0.72,10.0,25.3,8.8,6.667,0.59,14.25
2018-08-15 01:30:00,2018-08-15 01:30:00,54.64879,-1.08612,0.8,8.33,22.5,14.0,6.452,0.52,14.05
2018-08-15 02:00:00,2018-08-15 02:00:00,54.64874,-1.0861,0.74,9.09,16.9,17.9,5.634,0.5,14.05
2018-08-15 02:30:00,2018-08-15 02:30:00,54.64881,-1.08591,0.74,7.69,19.7,17.3,4.819,0.57,14.05
2018-08-15 03:00:00,2018-08-15 03:00:00,54.64881,-1.08529,0.87,10.0,18.3,23.3,3.922,0.49,14.0
2018-08-15 03:30:00,2018-08-15 03:30:00,54.64822,-1.08466,0.76,9.09,14.1,16.8,5.97,0.44,14.0
2018-08-15 04:00:00,2018-08-15 04:00:00,54.64829,-1.08451,0.76,9.09,11.3,15.3,5.97,0.45,13.95
2018-08-15 04:30:00,2018-08-15 04:30:00,54.64831,-1.08445,0.62,7.14,23.9,30.0,3.883,0.46,13.85
2018-08-15 05:00:00,2018-08-15 05:00:00,54.64831,-1.08443,0.62,6.67,40.8,26.9,4.545,0.44,14.05
2018-08-15 05:30:00,2018-08-15 05:30:00,54.64831,-1.08445,0.56,8.33,7.0,15.9,5.263,0.37,14.3
2018-08-15 06:00:00,2018-08-15 06:00:00,54.64822,-1.08449,0.64,9.09,11.3,24.7,4.301,0.37,14.25
2018-08-15 06:30:00,2018-08-15 06:30:00,54.64827,-1.08447,0.65,8.33,7.0,24.4,3.774,0.33,14.1
2018-08-15 07:00:00,2018-08-15 07:00:00,54.64831,-1.08443,0.68,9.09,12.7,27.3,3.846,0.35,14.05
2018-08-15 07:30:00,2018-08-15 07:30:00,54.64837,-1.08443,0.54,8.33,8.4,22.7,3.846,0.33,14.0
2018-08-15 08:00:00,2018-08-15 08:00:00,54.64839,-1.08443,0.56,9.09,9.8,26.4,3.39,0.34,14.0
2018-08-15 08:30:00,2018-08-15 08:30:00,54.6485,-1.08441,0.59,8.33,9.8,19.2,3.39,0.36,13.95
2018-08-15 09:00:00,2018-08-15 09:00:00,54.64869,-1.08443,0.65,8.33,9.8,25.5,3.448,0.31,13.95
2018-08-15 09:30:00,2018-08-15 09:30:00,54.64888,-1.08462,0.64,9.09,11.3,28.6,3.125,0.36,13.95
2018-08-15 10:00:00,2018-08-15 10:00:00,54.64898,-1.08501,0.7,8.33,8.4,25.6,2.817,0.45,13.9
